Marka,Model,Yil,Km,Vites,Yakit,Fiyat,Tuketim
Land Rover,Range Rover Sport 3.0 SDV6 Autobiography,2014,189000,Otomatik Vites,Dizel,729500,8.0
Land Rover,Range Rover 3.6 TDV8 HSE,2011,267000,Otomatik Vites,Dizel,286900,5.5
Land Rover,Discovery Sport Diğer,2015,41000,Otomatik Vites,Benzin,399500,7.0
Land Rover,Diğer Diğer,2017,55000,Otomatik Vites,Dizel,439950,7.0
Land Rover,Range Rover 3.0 TDV6 Vogue,2016,61000,Otomatik Vites,Dizel,1325000,8.0
Land Rover,Range Rover 3.0 TD6 HSE,2006,266000,Otomatik Vites,Dizel,167500,8.0
Land Rover,Range Rover Sport 3.0 TDV6 Premium HSE,2011,104000,Otomatik Vites,Dizel,328000,8.0
Land Rover,Range Rover 3.6 TDV8 Vogue,2010,260000,Otomatik Vites,Dizel,320000,8.0
Land Rover,Range Rover 3.0 TDV6 Autobiography,2015,70464,Otomatik Vites,Dizel,1245000,8.0
Land Rover,Range Rover 3.6 TDV8 Vogue,2009,263000,Otomatik Vites,Dizel,216500,8.0
Land Rover,Range Rover Sport 3.0 SDV6 HSE,2012,151500,Otomatik Vites,Dizel,369000,8.0
Land Rover,Range Rover 3.0 TDV6 Autobiography,2014,155100,Otomatik Vites,Dizel,895000,8.0
Land Rover,Range Rover 3.6 TDV8 Vogue,2011,79900,Otomatik Vites,Dizel,495000,8.0
Land Rover,Range Rover 4.4 TDV8 Vogue,2012,147000,Otomatik Vites,Dizel,450000,8.0
Land Rover,Diğer Diğer,2020,0,Otomatik Vites,Dizel,815000,7.0
Land Rover,Discovery Sport 2.0 TD4 HSE,2016,200550,Otomatik Vites,Dizel,444500,7.0
Land Rover,Discovery Diğer,2001,201000,Otomatik Vites,Dizel,103500,5.5
Land Rover,Range Rover Sport 3.0 SDV6 HSE,2012,70000,Otomatik Vites,Dizel,499000,8.0
Land Rover,Range Rover Sport 3.0 SDV6 HSE,2012,215000,Otomatik Vites,Dizel,335000,8.0
Land Rover,Range Rover Evoque 2.0 Si4 Prestige,2012,73000,Otomatik Vites,Benzin,335000,7.0
Land Rover,Range Rover Velar 2.0 TD4 R-Dynamic SE,2017,31000,Otomatik Vites,Dizel,875000,7.0
Land Rover,Range Rover Sport 3.0 TDV6 HSE,2010,215169,Otomatik Vites,Dizel,279500,8.0
Land Rover,Range Rover Sport 3.0 SDV6 HSE Dynamic,2016,97485,Otomatik Vites,Dizel,810000,8.0
Land Rover,Range Rover Sport Diğer,2019,29391,Otomatik Vites,Benzin,1065000,7.0
Land Rover,Range Rover Sport 2.0 SD4 SE,2017,32000,Otomatik Vites,Dizel,785000,7.0
Land Rover,Diğer Diğer,2020,0,Otomatik Vites,Dizel,2250000,8.0
Land Rover,Range Rover Sport 2.0 HSE Plus,2020,0,Otomatik Vites,Benzin,1350000,7.0
Land Rover,Range Rover 4.0 SE,2000,267026,Otomatik Vites,Benzin,65000,8.0
Land Rover,Freelander 2.0 TD4 HSE,2006,91000,Otomatik Vites,Dizel,109500,7.0
Land Rover,Range Rover Sport 2.0 SD4 HSE,2017,63701,Otomatik Vites,Dizel,859000,7.0
Land Rover,Range Rover Sport 3.0 SDV6 Autobiography,2013,124000,Otomatik Vites,Dizel,675000,8.0
Land Rover,Discovery 2.7 TDV6,2006,289013,Otomatik Vites,Dizel,179500,8.0
Land Rover,Diğer Diğer,2020,0,Otomatik Vites,Dizel,2250000,8.0
Land Rover,Diğer Diğer,2020,0,Otomatik Vites,Dizel,2090000,8.0
Mercedes,A Serisi A 180 CDI BlueEfficiency Style,2014,182000,Otomatik Vites,Dizel,199500,6.0
Land Rover,Range Rover 3.6 TDV8 Vogue,2007,242000,Otomatik Vites,Dizel,185000,8.0
Land Rover,Range Rover Sport 3.0 SDV6 HSE,2013,200000,Otomatik Vites,Dizel,649000,8.0
Land Rover,Range Rover Sport Diğer,2020,0,Otomatik Vites,Benzin,1375000,7.0
Land Rover,Diğer Diğer,2016,73000,Otomatik Vites,Dizel,458000,7.0
Land Rover,Range Rover Sport 2.0 SD4 HSE,2018,5943,Otomatik Vites,Dizel,1345000,7.0
Land Rover,Range Rover Sport 3.0 SDV6,2012,197457,Otomatik Vites,Dizel,320000,8.0
Land Rover,Range Rover Sport 3.0 SDV6 Premium HSE,2012,147573,Otomatik Vites,Dizel,390000,8.0
Land Rover,Freelander 2.0 TD4 HSE,2006,385000,Otomatik Vites,Dizel,64250,7.0
Land Rover,Discovery Sport 2.0 TD4 HSE,2016,38895,Otomatik Vites,Dizel,498500,7.0
Land Rover,Range Rover Sport 2.7 TDV6 HSE,2008,204000,Otomatik Vites,Dizel,176000,8.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
Maserati,Quattroporte 4.2 Automatica,2006,94000,Otomatik Vites,Benzin,285222,8.0
Maserati,Ghibli Diğer,2014,100000,Otomatik Vites,Dizel,675000,8.0
Maserati,Ghibli Diğer,2014,86000,Otomatik Vites,Dizel,620000,8.0
Peugeot,2008 1.2 PureTech GT Line,2020,10,Otomatik Vites,Benzin,269500,5.5
Mazda,323 1.6,1992,490,Manuel Vites,Benzin,11900,7.0
Mazda,CX-3 1.5 SKY-D  Motion,2015,70500,Otomatik Vites,Dizel,168500,6.0
Mazda,Lantis 1.8,1996,216500,Otomatik Vites,Benzin,28500,7.0
Mazda,323 1.5 Familia,1999,175000,Manuel Vites,Benzin,32950,6.0
Mazda,626 2.0,1998,200000,Otomatik Vites,Benzin,41950,7.0
Mazda,626 2.0,2001,196,Manuel Vites,Benzin,28500,7.0
Mazda,323 1.5 1.5i,1999,350000,Manuel Vites,Benzin,35400,6.0
Mazda,3 Diğer,2016,69000,Otomatik Vites,Dizel,179750,6.0
Mazda,Lantis 1.8,1997,129000,Manuel Vites,Benzin,29000,7.0
Mazda,626 1.6,1990,1111111,Manuel Vites,Benzin,16500,6.0
Mazda,3 1.6 D Touring,2010,150000,Manuel Vites,Dizel,82500,6.0
Mazda,3 1.5 SkyActive-G Reflex,2014,84000,Otomatik Vites,Benzin,129000,6.0
Mazda,3 1.6 Touring,2009,143000,Otomatik Vites,Benzin,87750,6.0
Mazda,3 1.6 Touring,2009,134000,Otomatik Vites,Benzin,87750,6.0
Mazda,CX-3 1.5 SKY-D  Motion,2015,130000,Otomatik Vites,Dizel,147900,6.0
Mazda,3 1.6 Touring,2009,120000,Manuel Vites,Benzin,66500,6.0
Mazda,3 1.6 Impressive,2010,200000,Otomatik Vites,Benzin,85800,6.0
Mazda,323 1.5 GLX,2001,227000,Otomatik Vites,Benzin,43750,5.5
Mazda,323 1.6 GLX,1997,340000,Manuel Vites,Benzin,26750,6.0
Mercedes,Vito 110 D,2000,250000,Manuel Vites,Dizel,49500,7.0
Mazda,323 1.5 1.5i,2000,255000,Otomatik Vites,Benzin,42750,5.5
Mazda,323 1.5,1999,357000,Manuel Vites,Benzin,35000,6.0
Mazda,323,1992,259000,Otomatik Vites,Benzin,17000,6.0
Mazda,323 1.6 GLX,1992,230000,Otomatik Vites,Benzin,17000,6.0
Mazda,RX RX-8,2006,64000,Manuel Vites,Benzin,98000,6.0
Hyundai,I20 1.2 Team,2011,220000,Manuel Vites,Benzin,49500,5.5
Mercedes,C 180 BlueEfficiency AMG,2011,135000,Otomatik Vites,Benzin,189500,6.0
Mercedes,E 200 Avantgarde Komp.,2005,107000,Otomatik Vites,Benzin,215000,7.0
Mercedes,200 E 200 E,1993,388000,Manuel Vites,Benzin,39999,7.0
Mercedes,C 180 Komp. BlueEfficiency Luxury,2009,281957,Otomatik Vites,Benzin,132500,6.0
Mercedes,113 Diğer,2011,179000,Manuel Vites,Dizel,137500,8.0
Mercedes,200 E 200 E,1991,279000,Manuel Vites,Benzin,42500,7.0
Mercedes,200 E 200 E,1993,325000,Manuel Vites,Benzin,54750,7.0
Mercedes,C 200 D,2018,29000,Otomatik Vites,Dizel,399000,7.0
Mercedes,200 D,2016,28000,Otomatik Vites,Benzin,365000,7.0
Mercedes,CLA 200 AMG,2013,170000,Otomatik Vites,Benzin,215000,6.0
Mercedes,E Serisi E 220 Classic,1993,330000,Manuel Vites,Benzin,58750,8.0
Mercedes,A 180 BlueEfficiency AMG Sport,2014,35000,Otomatik Vites,Benzin,198500,6.0
Mercedes,E 220 CDI Avantgarde,2009,360000,Otomatik Vites,Dizel,167000,8.0
Mercedes,S 350 BLUETEC 4Matic 7G-Tronic,2015,79000,Otomatik Vites,Dizel,1269000,8.0
Mercedes,200 E 200 E,1991,380000,Otomatik Vites,Benzin,57500,7.0
Mercedes,E 250 CDI Elite,2013,96000,Otomatik Vites,Dizel,395000,8.0
Mercedes,180 SLC 180 AMG,2013,106000,Otomatik Vites,Benzin,215000,6.0
Mercedes,A 180 CDI BlueEfficiency AMG,2014,83000,Otomatik Vites,Dizel,196500,6.0
Mercedes,Vito 110 D,2000,250000,Manuel Vites,Dizel,49500,7.0
Mercedes,280 E 280 E,1983,290000,Otomatik Vites,Benzin,14000,8.0
Mercedes,B Serisi B 180 CDI BlueEfficiency Style,2017,80000,Otomatik Vites,Dizel,207500,6.0
Mercedes,E 200 Avantgarde Komp.,2008,195000,Otomatik Vites,Benzin,219500,7.0
Mercedes,C 180 Komp. BlueEfficiency Avantgarde,2011,155000,Otomatik Vites,Benzin,161500,6.0
Mercedes,200 E 200 E,1990,240000,Otomatik Vites,Benzin,55900,7.0
Mercedes,S 320 L,1997,260000,Otomatik Vites,Benzin,135000,8.0
Mercedes,E 320 Avantgarde,2003,198000,Otomatik Vites,Benzin,120000,8.0
Mercedes,C 200 BlueTEC AMG,2016,61000,Otomatik Vites,Dizel,292500,6.0
Mercedes,C 200 Komp. Elegance,2001,303000,Otomatik Vites,Benzin,68000,7.0
Mercedes,E 200 Classic,1995,380000,Manuel Vites,Benzin,59990,7.0
Mercedes,E 270 CDI Avantgarde,2004,260000,Otomatik Vites,Dizel,160000,8.0
Mercedes,C 180 Komp. BlueEfficiency AMG,2012,132000,Otomatik Vites,Benzin,184500,6.0
Mercedes,E 180 Elite,2014,110000,Otomatik Vites,Benzin,278900,6.0
Mercedes,A 180 CDI BlueEfficiency AMG,2015,94500,Otomatik Vites,Dizel,214000,6.0
Mercedes,200 E 200 E,1990,167000,Manuel Vites,Dizel,35000,7.0
Mercedes,E Diğer,2011,295000,Otomatik Vites,Dizel,282900,8.0
Mercedes,C 180 BlueEfficiency AMG,2013,260000,Otomatik Vites,Benzin,149000,6.0
Mercedes,200 D 200 D,1976,200000,Manuel Vites,Dizel,13500,7.0
Mercedes,C C 180 Komp. BlueEfficiency Fascination,2010,296000,Otomatik Vites,Benzin,129000,7.0
Renault,Fluence 1.5 dCi Touch,2014,124000,Otomatik Vites,Dizel,105500,6.0
Mercedes,E 220 CDI BlueEfficiency,2016,69000,Otomatik Vites,Dizel,590000,8.0
Mercedes,230 230,1988,198500,Otomatik Vites,Benzin,40000,7.0
Mercedes,200 D 200 D,1984,328000,Manuel Vites,Dizel,27500,7.0
Mercedes,C 220 CDI Avantgarde,2003,279000,Otomatik Vites,Dizel,139990,8.0
Mercedes,E 320 Avantgarde,2003,425000,Otomatik Vites,Benzin,104500,8.0
Mercedes,E 200 Elegance,1998,399000,Manuel Vites,Benzin,60000,7.0
Mercedes,A 180 CDI BlueEfficiency Urban,2015,84000,Otomatik Vites,Dizel,210000,6.0
Mercedes,S 350 L 4Matic,2011,258000,Otomatik Vites,Dizel,425000,8.0
Mercedes,320 Diğer,1994,394000,Otomatik Vites,Benzin,55500,8.0
Mercedes,C 180 BlueEfficiency Fascination,2010,216000,Otomatik Vites,Benzin,139500,6.0
Mercedes,CLK Diğer,1998,285000,Otomatik Vites,Benzin,65000,5.5
Mercedes,Diğer Diğer,1985,235000,Manuel Vites,Benzin,37500,5.5
Mercedes,C 180 BlueEfficiency AMG,2012,123500,Otomatik Vites,Benzin,177900,6.0
Mercedes,A Serisi A 180 CDI BlueEfficiency Style,2014,182000,Otomatik Vites,Dizel,199500,6.0
Mercedes,200 200 E,1993,450,Manuel Vites,Benzin,38900,7.0
Mercedes,E E 220 d Exclusive,2018,19000,Otomatik Vites,Dizel,749750,7.0
Mercedes,E 200 Avantgarde Komp.,2005,270000,Otomatik Vites,Benzin,132000,7.0
Mercedes,E Serisi E 320 Avantgarde,1998,356000,Otomatik Vites,Benzin,75000,8.0
Mercedes,CLA 180d Comfort 7G-DCT,2015,140000,Otomatik Vites,Dizel,250000,6.0
Renault,Fluence 1.5 dCi Touch,2014,124000,Otomatik Vites,Dizel,105500,6.0
Mercedes,CL 500,2004,354000,Otomatik Vites,Benzin,225000,8.0
Mercedes,200 200,1982,288500,Manuel Vites,Benzin,78500,7.0
Mercedes,C 200 BlueTEC AMG,2017,29000,Otomatik Vites,Dizel,355000,6.0
Mercedes,300 D 300 D,1988,222222,Otomatik Vites,Dizel,71000,8.0
Mercedes,S Serisi S 320 320 CDI L,2008,300000,Otomatik Vites,Dizel,335000,8.0
Mercedes,X 250 d Power,2019,2500,Otomatik Vites,Dizel,389950,8.0
Mercedes,C Diğer,2015,90000,Otomatik Vites,Dizel,276900,6.0
Mercedes,A Serisi A 200 AMG,2019,5000,Otomatik Vites,Benzin,356500,6.0
Mercedes,X 250 d Power,2018,49600,Otomatik Vites,Dizel,295000,8.0
Mercedes,Diğer Diğer,2020,0,Otomatik Vites,Dizel,610000,6.0
Mercedes,GLS 350 D,2016,26923,Otomatik Vites,Dizel,1350000,8.0
Mercedes,E Serisi E 250 CGI AMG,2011,205500,Otomatik Vites,Benzin,176999,5.5
Mercedes,C 200 BlueTEC AMG,2016,68000,Otomatik Vites,Dizel,320000,7.0
Mercedes,E E 180 Edition E,2015,130000,Otomatik Vites,Benzin,325000,6.0
Mercedes,C 180,2011,52500,Otomatik Vites,Benzin,177500,6.0
Mercedes,E 250 CDI Avantgarde,2011,154000,Otomatik Vites,Dizel,305000,8.0
Mercedes,C 180 AMG,2011,137000,Otomatik Vites,Benzin,145500,7.0
Mercedes,Vito 110 D,2000,250000,Manuel Vites,Dizel,49500,7.0
Mercedes,E 200 D,2020,1300,Otomatik Vites,Dizel,585000,6.0
Mercedes,C 180-AMG 7G Tronic,2015,81000,Otomatik Vites,Benzin,269000,6.0
Mercedes,E E 180 Edition E,2015,77000,Otomatik Vites,Benzin,330000,6.0
Mercedes,200 E 200 E,1991,337000,Manuel Vites,Benzin,37500,7.0
Mercedes,Maybach S S 560,2020,0,Otomatik Vites,Benzin,3360000,8.0
Mercedes,C Diğer,2020,100,Otomatik Vites,Dizel,485000,6.0
Mercedes,GLC 300 d AMG,2020,0,Otomatik Vites,Dizel,905000,7.0
Mercedes,C Diğer,2016,78000,Otomatik Vites,Dizel,285900,6.0
Mercedes,C Diğer,2018,2500,Otomatik Vites,Dizel,396000,6.0
Mercedes,S Serisi S 350 BlueTEC 4Matic 7G-Tronic,2015,64300,Otomatik Vites,Dizel,1185000,8.0
Mercedes,C C 200 Komp. Avantgarde,2001,290000,Manuel Vites,Benzin,78750,7.0
Mercedes,G Serisi 350,2015,76000,Otomatik Vites,Dizel,990000,8.0
Mercedes,SL 350,2004,20000,Otomatik Vites,Benzin,430000,8.0
Mercedes,B Serisi B 160 Sport,2011,152000,Otomatik Vites,Benzin,97000,6.0
Mercedes,E Serisi E 63 AMG,2014,66000,Otomatik Vites,Benzin,910000,8.0
Mercedes,E Serisi E 180 AMG,2017,53000,Otomatik Vites,Benzin,432500,6.0
Mercedes,E Serisi E 250 CDI AMG,2011,168306,Otomatik Vites,Dizel,238500,8.0
Mercedes,GLS 63,2016,29173,Otomatik Vites,Benzin,1950000,8.0
Mercedes,CLS 350 CDI BlueEfficiency,2012,310978,Otomatik Vites,Dizel,319500,8.0
Mercedes,A Serisi A 180 CDI BlueEfficiency Style,2014,182000,Otomatik Vites,Dizel,199500,6.0
Mercedes,GLC 300 d AMG,2020,0,Otomatik Vites,Dizel,879000,7.0
Mercedes,A Serisi A 180 CDI BlueEfficiency  Urban,2015,56000,Otomatik Vites,Dizel,225000,6.0
Mercedes,B Serisi B 180 BlueEfficiency Sport,2012,44527,Otomatik Vites,Benzin,171500,5.5
Mercedes,C Diğer,2018,32575,Otomatik Vites,Dizel,362500,6.0
Mercedes,S Serisi S 350 BlueTEC 4Matic 7G-Tronic,2014,111700,Otomatik Vites,Dizel,875000,8.0
Mercedes,CLA 180 d AMG,2014,61549,Otomatik Vites,Dizel,177000,6.0
Mercedes,CLA 180 d AMG,2017,50000,Otomatik Vites,Dizel,258950,6.0
Mercedes,ML 55 AMG,2001,170000,Otomatik Vites,Benzin,156950,8.0
Mercedes,C Diğer,2018,38000,Otomatik Vites,Dizel,364950,6.0
Mercedes,E Serisi E 180 Elite,2015,97000,Otomatik Vites,Benzin,300000,6.0
Mercedes,CLA 200 AMG,2015,78600,Otomatik Vites,Benzin,227999,6.0
Mercedes,A Serisi A 180 AMG Sport,2013,59500,Otomatik Vites,Benzin,172000,6.0
Mercedes,A Serisi A 180 AMG Sport,2014,83500,Otomatik Vites,Benzin,177000,6.0
Mercedes,E Serisi E 200 Elegance,1996,401000,Otomatik Vites,Benzin,65000,7.0
Mercedes,230 E 230 E,1981,380000,Manuel Vites,Benzin,28000,8.0
Mercedes,GLC 250 Exclusive,2017,116000,Otomatik Vites,Benzin,482500,7.0
Mercedes,C 270 CDI Avantgarde,2003,410000,Otomatik Vites,Dizel,84000,8.0
Land Rover,Discovery Sport 2.0 TD4 HSE,2016,200550,Otomatik Vites,Dizel,444500,7.0
Mercedes,CLK 240 Avantgarde,2004,280000,Otomatik Vites,Benzin,104000,8.0
Mercedes,A 180 CDI BlueEfficiency AMG,2016,65000,Otomatik Vites,Dizel,220000,6.0
Mercedes,250 E 250 E,2013,189000,Otomatik Vites,Dizel,360000,8.0
Mercedes,E E 180 Elite,2013,2200,Otomatik Vites,Benzin,356000,5.5
Mercedes,S 320 CDI L,2008,168500,Otomatik Vites,Dizel,395000,8.0
Mercedes,200 200 E,1990,322000,Manuel Vites,Benzin,38000,7.0
Mercedes,250 D 250 D,1995,381000,Otomatik Vites,Dizel,67500,8.0
Mercedes,C C 200 BlueTEC Exclusive,2017,26000,Otomatik Vites,Dizel,352500,6.0
Mercedes,C C 180 AMG 7G-Tronic,2015,92000,Otomatik Vites,Benzin,355000,6.0
Mercedes,180 SLC,1996,92000,Manuel Vites,Benzin,75000,7.0
Mercedes,180 SLC Diğer,1996,92000,Manuel Vites,Benzin,75000,7.0
Mercedes,E 200 CGI BlueEfficiency Avantgarde,2010,85000,Otomatik Vites,Benzin,240000,7.0
Mercedes,C 200 BlueEfficiency Avantgarde,2016,50000,Otomatik Vites,Dizel,360000,7.0
Mercedes,C Diğer,2015,95000,Otomatik Vites,Dizel,232000,6.0
Mercedes,CLA 180 d AMG,2016,90000,Otomatik Vites,Dizel,218900,6.0
Mercedes,X 250 d Power,2019,0,Otomatik Vites,Dizel,414950,8.0
Mercedes,B Serisi Diğer,2007,266500,Otomatik Vites,Benzin,73000,6.0
Mercedes,C C 180 AMG 7G-Tronic,2015,151173,Otomatik Vites,Benzin,302500,6.0
Mercedes,C Diğer,2018,55000,Otomatik Vites,Dizel,341500,6.0
Renault,Fluence 1.5 dCi Touch,2014,124000,Otomatik Vites,Dizel,105500,6.0
Mercedes,E Serisi E 200 Komp. Avantgarde,2008,197331,Otomatik Vites,Benzin,189500,7.0
Mercedes,GLC 250 AMG,2017,31468,Otomatik Vites,Benzin,589000,7.0
Mercedes,G Serisi 350 D,2020,0,Otomatik Vites,Dizel,2290000,8.0
Mercedes,CLC CLC 160 Grand Prix,2010,133365,Otomatik Vites,Benzin,111500,6.0
Mercedes,E Serisi E 250 CDI AMG,2011,217759,Otomatik Vites,Dizel,196500,8.0
Mercedes,AMG GT 3.0,2020,1000,Otomatik Vites,Benzin,2250000,8.0
Mercedes,E Serisi E 220 d AMG,2018,51000,Otomatik Vites,Dizel,612500,7.0
Mercedes,C Diğer,2015,198000,Otomatik Vites,Dizel,249500,6.0
Mercedes,E Serisi E 180 Exclusive,2017,52178,Otomatik Vites,Benzin,406000,6.0
Mercedes,C 200 Elegance,1995,380000,Otomatik Vites,Benzin,48250,7.0
Mercedes,CLA 180 d AMG,2017,36000,Otomatik Vites,Dizel,279000,6.0
Mercedes,C 200 BlueTEC AMG,2015,123000,Otomatik Vites,Dizel,303900,7.0
Mercedes,E Diğer,2011,188000,Otomatik Vites,Dizel,275000,8.0
Mercedes,E Serisi E 270 CDI Elegance,2001,244000,Otomatik Vites,Dizel,78000,8.0
Mercedes,E Serisi E 180 Exclusive,2017,52178,Otomatik Vites,Benzin,408000,6.0
Mercedes,S Serisi S 350 BlueTEC 4Matic 7G-Tronic,2014,135726,Otomatik Vites,Dizel,998000,8.0
Audi,Q7 3.0 TDI Quattro,2006,274654,Otomatik Vites,Dizel,162750,8.0
Mercedes,E Serisi E 220 CDI BlueEfficiency,2011,101256,Otomatik Vites,Dizel,254000,8.0
Mercedes,C Diğer,2000,185000,Otomatik Vites,Benzin,78500,8.0
Mercedes,C C 180 AMG 9G-Tronic,2017,52000,Otomatik Vites,Benzin,345000,6.0
Mercedes,C Diğer,2018,52000,Otomatik Vites,Dizel,434500,6.0
Mercedes,S Serisi S 400 AMG,2017,1780,Otomatik Vites,Dizel,1849000,8.0
Mercedes,C Diğer,2017,99000,Otomatik Vites,Dizel,282000,6.0
Mercedes,300 300 D,1986,497000,Manuel Vites,Dizel,28500,5.5
Mercedes,E Serisi E 270 CDI Avantgarde,2004,260000,Otomatik Vites,Dizel,113500,8.0
Mercedes,C C 200 CDI Classic,2001,277000,Manuel Vites,Dizel,72950,8.0
Mercedes,A 180 BlueEfficiency AMG Sport,2015,27000,Otomatik Vites,Dizel,225000,6.0
Mercedes,A 180 AMG,2015,96000,Otomatik Vites,Dizel,210000,7.0
Mercedes,C C 180 AMG 7G-Tronic,2013,80000,Otomatik Vites,Benzin,149900,5.5
Mercedes,E Diğer,2006,220000,Otomatik Vites,Dizel,40000,5.5
Mercedes,CLA 180 d AMG,2015,92000,Otomatik Vites,Dizel,212000,6.0
Mercedes,E Serisi E 250 CDI Premium,2011,143000,Otomatik Vites,Dizel,295000,8.0
Mercedes,Diğer Diğer,2020,0,Otomatik Vites,Dizel,579900,6.0
Mercedes,C C 180 Komp. BlueEfficiency Avantgarde,2012,152000,Otomatik Vites,Benzin,146750,5.5
Mercedes,E Serisi E 200 CGI BlueEfficiency Prime,2011,258000,Otomatik Vites,Benzin,187750,5.5
Renault,Fluence 1.5 dCi Touch,2014,130000,Otomatik Vites,Dizel,104000,7.0
Mercedes,E Serisi E 290 TD Classic,1998,540000,Manuel Vites,Dizel,62900,8.0
Mercedes,S Serisi S 350 BlueTEC AMG,2013,75000,Otomatik Vites,Dizel,780000,8.0
Mercedes,GLC 250 AMG,2017,45000,Otomatik Vites,Benzin,595000,7.0
Mercedes,E Serisi E 350 CDI Premium,2011,179000,Otomatik Vites,Dizel,298500,8.0
Mercedes,E Serisi E 300 AMG,2018,10000,Otomatik Vites,Benzin,715000,7.0
Mercedes,S Serisi S 320 320 L,2003,455000,Otomatik Vites,Benzin,130000,8.0
Mercedes,190 190 D 2.0,1986,483000,Manuel Vites,Dizel,36900,7.0
Mercedes,E Serisi E 250 CDI AMG,2011,233000,Otomatik Vites,Dizel,209950,8.0
Mercedes,C Diğer,2016,70000,Otomatik Vites,Dizel,328000,6.0
Mercedes,E Serisi E 200 Komp. Avantgarde,2007,202000,Otomatik Vites,Benzin,170000,7.0
Mercedes,C Diğer,2016,110000,Otomatik Vites,Dizel,238750,6.0
Mercedes,C C 180 AMG 9G-Tronic,2017,63000,Otomatik Vites,Benzin,362000,6.0
Mercedes,C C 180 AMG 7G-Tronic,2013,107500,Otomatik Vites,Benzin,193250,6.0
Mercedes,C Diğer,2004,285000,Manuel Vites,Dizel,77000,8.0
Mercedes,A Serisi A 180 CDI BlueEfficiency AMG,2014,145000,Otomatik Vites,Dizel,169000,6.0
Mercedes,C Diğer,2015,104000,Otomatik Vites,Dizel,247900,6.0
Mercedes,E Serisi E 180 Edition E,2015,93250,Otomatik Vites,Benzin,297500,6.0
Mercedes,C Diğer,2017,78000,Otomatik Vites,Dizel,275000,6.0
Mercedes,C Diğer,2018,6500,Otomatik Vites,Dizel,371000,6.0
Volkswagen,Polo 1.4 TDI Comfortline,2017,142000,Otomatik Vites,Dizel,123500,6.0
Mercedes,200 200 E,1990,298000,Manuel Vites,Benzin,23900,7.0
Mercedes,C Diğer,2016,129000,Otomatik Vites,Dizel,269000,6.0
Mercedes,CLA 200 AMG,2013,104000,Otomatik Vites,Benzin,219000,6.0
Mercedes,E Serisi E 200 200,1991,289000,Manuel Vites,Benzin,33900,5.5
Mercedes,C C 180 AMG 9G-Tronic,2017,46000,Otomatik Vites,Benzin,271500,6.0
Mercedes,E Serisi E 200 Komp. Avantgarde,2000,330400,Otomatik Vites,Benzin,85950,7.0
Mercedes,E Serisi E 350 CDI AMG Premium,2011,280000,Otomatik Vites,Dizel,265000,5.5
Mercedes,190 190 E 1.8,1991,390000,Manuel Vites,Benzin,30500,7.0
Mercedes,C Diğer,2017,89000,Otomatik Vites,Dizel,304500,6.0
Mercedes,C Diğer,2018,33000,Otomatik Vites,Benzin,309750,6.0
Mercedes,S Serisi S 320 320 L,1992,320000,Otomatik Vites,Benzin,39750,5.5
Mercedes,300 300 E,1985,520000,Manuel Vites,Benzin,29750,5.5
Mercedes,C C 180 Komp. BlueEfficiency Fascination,2009,135000,Otomatik Vites,Benzin,147500,6.0
Mercedes,C Diğer,1994,330000,Manuel Vites,Benzin,38750,7.0
Mercedes,E Serisi E 180 Avantgarde,2017,58000,Otomatik Vites,Benzin,385000,6.0
Mercedes,E Serisi E 200 Komp. Avantgarde,2007,179000,Otomatik Vites,Benzin,159900,7.0
Mercedes,CLA 200 AMG,2014,54000,Otomatik Vites,Benzin,219900,6.0
Mercedes,ML 55 AMG,2001,170000,Otomatik Vites,Benzin,156950,8.0
Mercedes,C C 180 AMG 7G-Tronic,2013,114000,Otomatik Vites,Benzin,189500,6.0
Peugeot,2008 1.2 PureTech GT Line,2020,10,Otomatik Vites,Benzin,269500,5.5
Mercedes,C C 180 AMG 7G-Tronic,2012,89000,Otomatik Vites,Benzin,178500,6.0
Mercedes,CLA 200 AMG,2013,170000,Otomatik Vites,Benzin,225000,6.0
Mercedes,ML 320,2000,300000,Otomatik Vites,Benzin,86500,8.0
Mercedes,C Diğer,2018,15000,Otomatik Vites,Benzin,409950,6.0
Mercedes,GLE Diğer,2016,46000,Otomatik Vites,Dizel,899950,8.0
Mercedes,C Diğer,2015,111000,Otomatik Vites,Dizel,207500,5.5
Mercedes,C Diğer,2015,25000,Otomatik Vites,Dizel,295000,6.0
Mercedes,C Diğer,2015,98000,Otomatik Vites,Dizel,280000,6.0
Mercedes,E Serisi E 250 CGI Elegance,2011,174000,Otomatik Vites,Benzin,205000,5.5
Mercedes,E Serisi E 180 Premium,2014,162000,Otomatik Vites,Benzin,249000,5.5
Mercedes,GLC 250 Exclusive,2016,100000,Otomatik Vites,Benzin,445950,7.0
Mercedes,CLS 350 D AMG,2015,115000,Otomatik Vites,Dizel,555950,8.0
Mercedes,E Serisi E 250 CGI Elite,2012,86000,Otomatik Vites,Benzin,249000,7.0
Mercedes,GLA 180 d AMG,2017,24000,Otomatik Vites,Dizel,329000,6.0
Jeep,Cherokee 5.2,2000,249038,Otomatik Vites,Benzin,70750,8.0
Mercedes,CLS 350 D AMG,2016,74000,Otomatik Vites,Dizel,689000,8.0
Mercedes,E Serisi E 180 AMG,2014,90000,Otomatik Vites,Benzin,285000,6.0
